Date,Time,Height(m),State
10-03-2021,16:48,10.88,HW
10-03-2021,22:54,5.35,LW
11-03-2021,05:10,11.32,HW
11-03-2021,11:20,4.94,LW
11-03-2021,17:34,11.42,HW
12-03-2021,23:37,4.85,LW
12-03-2021,05:52,11.83,HW
12-03-2021,12:00,4.49,LW
12-03-2021,18:13,11.84,HW
13-03-2021,00:14,4.46,LW
13-03-2021,06:28,12.20,HW
13-03-2021,12:34,4.19,LW
13-03-2021,18:47,12.14,HW
14-03-2021,00:47,4.19,LW
14-03-2021,07:01,12.44,HW
14-03-2021,13:05,4.00,LW
14-03-2021,19:17,12.32,HW
15-03-2021,01:17,4.04,LW
15-03-2021,07:31,12.53,HW
15-03-2021,13:35,3.97,LW
15-03-2021,19:48,12.33,HW
16-03-2021,01:48,4.07,LW
16-03-2021,08:02,12.45,HW
16-03-2021,14:06,4.08,LW
16-03-2021,20:18,12.20,HW
17-03-2021,02:18,4.22,LW
17-03-2021,08:32,12.22,HW
17-03-2021,14:36,4.33,LW
