Date,Time,Height(m),State
04-07-2021,15:07,10.13,HW
04-07-2021,20:17,6.21,LW
05-07-2021,02:34,10.27,HW
05-07-2021,08:50,6.04,LW
05-07-2021,15:07,10.26,HW
05-07-2021,21:16,6.06,LW
06-07-2021,03:32,10.43,HW
06-07-2021,09:43,5.85,LW
06-07-2021,15:59,10.52,HW
06-07-2021,22:07,5.80,LW
07-07-2021,04:21,10.66,HW
07-07-2021,10:30,5.60,LW
07-07-2021,16:45,10.84,HW
07-07-2021,22:53,5.49,LW
08-07-2021,05:06,10.95,HW
08-07-2021,11:12,5.32,LW
08-07-2021,17:27,11.16,HW
09-07-2021,23:35,5.18,LW
09-07-2021,05:47,11.22,HW
09-07-2021,11:52,5.05,LW
09-07-2021,18:07,11.49,HW
10-07-2021,00:15,4.88,LW
10-07-2021,06:27,11.47,HW
10-07-2021,12:30,4.82,LW
10-07-2021,18:44,11.75,HW
11-07-2021,00:51,4.67,LW
11-07-2021,07:04,11.63,HW
11-07-2021,13:06,4.66,LW
