Date,Time,Height(m),State
04-05-2022,21:24,11.71,LW
05-05-2022,02:30,4.81,LW
05-05-2022,08:42,11.39,HW
05-05-2022,14:45,5.07,LW
05-05-2022,20:58,11.31,HW
06-05-2022,03:06,5.22,LW
06-05-2022,09:18,10.93,HW
06-05-2022,15:21,5.50,LW
06-05-2022,21:36,10.89,HW
07-05-2022,03:47,5.65,LW
07-05-2022,09:59,10.44,HW
07-05-2022,16:04,5.98,LW
07-05-2022,22:22,10.41,HW
08-05-2022,04:38,6.11,LW
08-05-2022,10:52,9.97,HW
08-05-2022,17:00,6.39,LW
09-05-2022,23:20,10.05,HW
09-05-2022,05:43,6.40,LW
09-05-2022,12:03,9.71,HW
09-05-2022,18:13,6.60,LW
10-05-2022,00:38,9.94,HW
10-05-2022,07:04,6.41,LW
10-05-2022,13:24,9.76,HW
10-05-2022,19:34,6.49,LW
11-05-2022,01:56,10.15,HW
11-05-2022,08:18,6.10,LW
11-05-2022,14:36,10.15,HW
11-05-2022,20:43,6.06,LW
