Date,Time,Height(m),State
21-10-2021,07:31,12.29,HW
21-10-2021,12:31,4.10,LW
21-10-2021,18:45,12.42,HW
22-10-2021,00:48,4.03,LW
22-10-2021,07:00,12.34,HW
22-10-2021,13:01,4.09,LW
22-10-2021,19:15,12.35,HW
23-10-2021,01:17,4.13,LW
23-10-2021,07:30,12.24,HW
23-10-2021,13:32,4.23,LW
23-10-2021,19:45,12.13,HW
24-10-2021,01:48,4.37,LW
24-10-2021,08:00,12.00,HW
24-10-2021,14:04,4.49,LW
24-10-2021,20:16,11.80,HW
25-10-2021,02:19,4.70,LW
25-10-2021,08:32,11.65,HW
25-10-2021,14:37,4.87,LW
25-10-2021,20:49,11.33,HW
26-10-2021,02:52,5.15,LW
26-10-2021,09:05,11.20,HW
26-10-2021,15:12,5.33,LW
26-10-2021,21:23,10.81,HW
27-10-2021,03:28,5.64,LW
27-10-2021,09:42,10.71,HW
27-10-2021,15:53,5.81,LW
27-10-2021,22:06,10.29,HW
28-10-2021,04:12,6.13,LW
