Date,Time,Height(m),State
04-10-2022,01:02,10.21,HW
04-10-2022,06:18,6.20,LW
04-10-2022,12:45,10.25,HW
04-10-2022,19:14,6.14,LW
05-10-2022,01:41,10.05,HW
05-10-2022,07:58,6.23,LW
05-10-2022,14:25,10.41,HW
05-10-2022,20:51,5.81,LW
06-10-2022,03:12,10.49,HW
06-10-2022,09:21,5.72,LW
06-10-2022,15:41,11.02,HW
06-10-2022,21:57,5.18,LW
07-10-2022,04:14,11.17,HW
07-10-2022,10:20,5.04,LW
07-10-2022,16:37,11.74,HW
07-10-2022,22:48,4.50,LW
08-10-2022,05:03,11.85,HW
08-10-2022,11:06,4.42,LW
08-10-2022,17:22,12.32,HW
09-10-2022,23:29,4.02,LW
09-10-2022,05:44,12.35,HW
09-10-2022,11:44,3.98,LW
09-10-2022,18:00,12.71,HW
10-10-2022,00:05,3.71,LW
10-10-2022,06:20,12.66,HW
10-10-2022,12:21,3.71,LW
10-10-2022,18:37,12.90,HW
11-10-2022,00:41,3.58,LW
