Date,Time,Height(m),State
18-10-2022,12:37,9.67,HW
18-10-2022,18:04,6.78,LW
19-10-2022,00:29,9.34,HW
19-10-2022,06:44,6.99,LW
19-10-2022,13:12,9.51,HW
19-10-2022,19:43,6.80,LW
20-10-2022,02:08,9.43,HW
20-10-2022,08:20,6.80,LW
20-10-2022,14:41,9.84,HW
20-10-2022,21:02,6.34,LW
21-10-2022,03:20,9.97,HW
21-10-2022,09:25,6.24,LW
21-10-2022,15:40,10.46,HW
21-10-2022,21:55,5.72,LW
22-10-2022,04:08,10.61,HW
22-10-2022,10:10,5.61,LW
22-10-2022,16:23,11.11,HW
22-10-2022,22:33,5.11,LW
23-10-2022,04:46,11.26,HW
23-10-2022,10:47,4.97,LW
23-10-2022,17:01,11.76,HW
24-10-2022,23:08,4.52,LW
24-10-2022,05:21,11.88,HW
24-10-2022,11:22,4.37,LW
24-10-2022,17:37,12.33,HW
25-10-2022,23:42,4.01,LW
25-10-2022,05:56,12.40,HW
25-10-2022,11:57,3.91,LW
