Date,Time,Height(m),State
19-09-2022,13:23,9.56,HW
19-09-2022,18:49,6.86,LW
20-09-2022,01:16,9.34,HW
20-09-2022,07:35,6.99,LW
20-09-2022,14:02,9.48,HW
20-09-2022,20:30,6.80,LW
21-09-2022,02:54,9.50,HW
21-09-2022,09:07,6.73,LW
21-09-2022,15:27,9.87,HW
21-09-2022,21:47,6.32,LW
22-09-2022,04:02,10.03,HW
22-09-2022,10:08,6.17,LW
22-09-2022,16:22,10.49,HW
22-09-2022,22:34,5.70,LW
23-09-2022,04:46,10.66,HW
23-09-2022,10:49,5.54,LW
23-09-2022,17:01,11.16,HW
24-09-2022,23:10,5.08,LW
24-09-2022,05:22,11.28,HW
24-09-2022,11:23,4.95,LW
24-09-2022,17:36,11.77,HW
25-09-2022,23:43,4.54,LW
25-09-2022,05:55,11.83,HW
25-09-2022,11:55,4.43,LW
25-09-2022,18:09,12.28,HW
26-09-2022,00:14,4.10,LW
26-09-2022,06:26,12.27,HW
26-09-2022,12:26,4.02,LW
