Date,Time,Height(m),State
15-12-2022,10:32,10.66,HW
15-12-2022,16:47,5.85,LW
15-12-2022,22:59,10.23,HW
16-12-2022,23:00,10.23,HW
16-12-2022,05:05,6.08,LW
16-12-2022,11:25,10.44,HW
16-12-2022,17:44,6.03,LW
17-12-2022,00:00,10.07,HW
17-12-2022,06:08,6.20,LW
17-12-2022,12:29,10.36,HW
17-12-2022,18:50,6.04,LW
18-12-2022,01:08,10.13,HW
18-12-2022,07:16,6.13,LW
18-12-2022,13:36,10.46,HW
18-12-2022,19:55,5.87,LW
19-12-2022,02:13,10.38,HW
19-12-2022,08:22,5.85,LW
19-12-2022,14:41,10.77,HW
19-12-2022,20:57,5.51,LW
20-12-2022,03:15,10.84,HW
20-12-2022,09:23,5.39,LW
20-12-2022,15:40,11.21,HW
20-12-2022,21:52,5.06,LW
21-12-2022,04:09,11.38,HW
21-12-2022,10:17,4.87,LW
21-12-2022,16:34,11.69,HW
21-12-2022,22:43,4.60,LW
22-12-2022,05:00,11.93,LW
