Date,Time,Height(m),State
07-09-2021,19:40,12.73,LW
08-09-2021,00:46,3.71,LW
08-09-2021,07:00,12.64,HW
08-09-2021,13:00,3.66,LW
08-09-2021,19:17,13.04,HW
09-09-2021,01:23,3.48,LW
09-09-2021,07:37,12.84,HW
09-09-2021,13:37,3.50,LW
09-09-2021,19:55,13.11,HW
10-09-2021,02:00,3.48,LW
10-09-2021,08:14,12.83,HW
10-09-2021,14:15,3.57,LW
10-09-2021,20:34,12.95,HW
11-09-2021,02:39,3.68,LW
11-09-2021,08:54,12.59,HW
11-09-2021,14:57,3.86,LW
11-09-2021,21:16,12.52,HW
12-09-2021,03:22,4.13,LW
12-09-2021,09:38,12.12,HW
12-09-2021,15:44,4.37,LW
12-09-2021,22:02,11.90,HW
13-09-2021,04:10,4.73,LW
13-09-2021,10:27,11.50,HW
13-09-2021,16:37,5.02,LW
13-09-2021,22:55,11.16,HW
14-09-2021,05:07,5.42,LW
14-09-2021,11:27,10.83,HW
14-09-2021,17:44,5.67,LW
