Date,Time,Height(m),State
30-07-2022,20:34,11.98,LW
31-07-2022,01:41,4.49,LW
31-07-2022,07:52,11.75,HW
31-07-2022,13:52,4.54,LW
31-07-2022,20:07,12.07,HW
01-08-2022,02:14,4.44,LW
01-08-2022,08:25,11.77,HW
01-08-2022,14:25,4.54,LW
01-08-2022,20:40,12.04,HW
02-08-2022,02:48,4.50,LW
02-08-2022,08:59,11.70,HW
02-08-2022,15:00,4.62,LW
02-08-2022,21:16,11.93,HW
03-08-2022,03:25,4.63,LW
03-08-2022,09:36,11.55,HW
03-08-2022,15:38,4.78,LW
03-08-2022,21:55,11.72,HW
04-08-2022,04:04,4.85,LW
04-08-2022,10:17,11.32,HW
04-08-2022,16:21,5.02,LW
04-08-2022,22:39,11.43,HW
05-08-2022,04:51,5.14,LW
05-08-2022,11:06,11.03,HW
05-08-2022,17:13,5.34,LW
06-08-2022,23:33,11.04,HW
06-08-2022,05:47,5.49,LW
06-08-2022,12:05,10.73,HW
06-08-2022,18:16,5.63,LW
