Date,Time,Height(m),State
21-08-2022,14:20,9.72,HW
21-08-2022,19:40,6.66,LW
22-08-2022,02:04,9.64,HW
22-08-2022,08:22,6.68,LW
22-08-2022,14:44,9.73,HW
22-08-2022,21:04,6.57,LW
23-08-2022,03:23,9.78,HW
23-08-2022,09:36,6.46,LW
23-08-2022,15:54,10.05,HW
23-08-2022,22:09,6.20,LW
24-08-2022,04:24,10.17,HW
24-08-2022,10:32,6.04,LW
24-08-2022,16:47,10.56,HW
24-08-2022,22:59,5.69,LW
25-08-2022,05:11,10.67,HW
25-08-2022,11:15,5.54,LW
25-08-2022,17:29,11.10,HW
26-08-2022,23:38,5.18,LW
26-08-2022,05:49,11.18,HW
26-08-2022,11:51,5.04,LW
26-08-2022,18:04,11.64,HW
27-08-2022,00:11,4.69,LW
27-08-2022,06:23,11.64,HW
27-08-2022,12:23,4.61,LW
27-08-2022,18:38,12.06,HW
28-08-2022,00:44,4.34,LW
28-08-2022,06:56,11.98,HW
28-08-2022,12:56,4.31,LW
