Date,Time,Height(m),State
23-01-2022,09:34,11.96,HW
23-01-2022,15:44,4.62,LW
23-01-2022,21:56,11.53,HW
24-01-2022,03:59,4.80,LW
24-01-2022,10:17,11.71,HW
24-01-2022,16:28,4.88,LW
24-01-2022,22:42,11.27,HW
25-01-2022,04:47,5.09,LW
25-01-2022,11:06,11.36,HW
25-01-2022,17:19,5.22,LW
26-01-2022,23:35,10.93,HW
26-01-2022,05:44,5.43,LW
26-01-2022,12:06,10.98,HW
26-01-2022,18:23,5.53,LW
27-01-2022,00:42,10.68,HW
27-01-2022,06:56,5.67,LW
27-01-2022,13:20,10.73,HW
27-01-2022,19:39,5.69,LW
28-01-2022,02:02,10.64,HW
28-01-2022,08:19,5.67,LW
28-01-2022,14:42,10.75,HW
28-01-2022,20:59,5.56,LW
29-01-2022,03:21,10.91,HW
29-01-2022,09:37,5.36,LW
29-01-2022,15:57,11.08,HW
29-01-2022,22:09,5.16,LW
30-01-2022,04:29,11.43,HW
30-01-2022,10:42,4.85,LW
