Date,Time,Height(m),State
24-06-2022,16:04,10.53,HW
24-06-2022,21:13,5.81,LW
25-06-2022,03:28,10.68,HW
25-06-2022,09:40,5.62,LW
25-06-2022,15:56,10.70,HW
25-06-2022,22:04,5.64,LW
26-06-2022,04:18,10.83,HW
26-06-2022,10:27,5.46,LW
26-06-2022,16:42,10.94,HW
26-06-2022,22:49,5.41,LW
27-06-2022,05:02,11.03,HW
27-06-2022,11:09,5.27,LW
27-06-2022,17:24,11.17,HW
28-06-2022,23:31,5.20,LW
28-06-2022,05:43,11.20,HW
28-06-2022,11:47,5.10,LW
28-06-2022,18:01,11.39,HW
29-06-2022,00:08,5.01,LW
29-06-2022,06:20,11.34,HW
29-06-2022,12:23,4.96,LW
29-06-2022,18:38,11.55,HW
30-06-2022,00:45,4.87,LW
30-06-2022,06:57,11.43,HW
30-06-2022,12:59,4.89,LW
30-06-2022,19:14,11.65,HW
01-07-2022,01:22,4.81,LW
01-07-2022,07:33,11.44,HW
01-07-2022,13:35,4.87,LW
