Date,Time,Height(m),State
14-02-2022,05:02,10.67,HW
14-02-2022,11:13,5.58,LW
14-02-2022,17:25,10.81,HW
15-02-2022,23:29,5.40,LW
15-02-2022,05:43,11.25,HW
15-02-2022,11:52,5.04,LW
15-02-2022,18:04,11.34,HW
16-02-2022,00:06,4.89,LW
16-02-2022,06:20,11.79,HW
16-02-2022,12:27,4.56,LW
16-02-2022,18:39,11.79,HW
17-02-2022,00:39,4.46,LW
17-02-2022,06:54,12.23,HW
17-02-2022,13:00,4.19,LW
17-02-2022,19:12,12.13,HW
18-02-2022,01:12,4.14,LW
18-02-2022,07:27,12.54,HW
18-02-2022,13:33,3.94,LW
18-02-2022,19:46,12.35,HW
19-02-2022,01:45,3.95,LW
19-02-2022,08:01,12.70,HW
19-02-2022,14:06,3.83,LW
19-02-2022,20:19,12.44,HW
20-02-2022,02:18,3.89,LW
20-02-2022,08:35,12.70,HW
20-02-2022,14:41,3.90,LW
20-02-2022,20:53,12.35,HW
21-02-2022,02:54,4.02,LW
