Date,Time,Height(m),State
22-03-2022,08:50,12.71,HW
22-03-2022,14:54,3.91,LW
22-03-2022,21:10,12.40,HW
23-03-2022,03:14,4.08,LW
23-03-2022,09:32,12.20,HW
23-03-2022,15:38,4.43,LW
23-03-2022,21:54,11.85,HW
24-03-2022,04:02,4.68,LW
24-03-2022,10:19,11.50,HW
24-03-2022,16:27,5.08,LW
24-03-2022,22:45,11.20,HW
25-03-2022,04:58,5.35,LW
25-03-2022,11:18,10.74,HW
25-03-2022,17:31,5.78,LW
26-03-2022,23:55,10.54,HW
26-03-2022,06:16,5.96,LW
26-03-2022,12:41,10.16,HW
26-03-2022,18:58,6.24,LW
27-03-2022,00:26,10.21,HW
27-03-2022,07:56,6.13,LW
27-03-2022,14:24,10.10,HW
27-03-2022,20:41,6.16,LW
28-03-2022,03:05,10.48,HW
28-03-2022,09:27,5.75,LW
28-03-2022,15:48,10.57,HW
28-03-2022,21:57,5.66,LW
29-03-2022,04:15,11.07,HW
29-03-2022,10:30,5.13,LW
