Date,Time,Height(m),State
26-11-2021,10:12,10.69,HW
26-11-2021,16:28,5.83,LW
26-11-2021,22:42,10.25,HW
27-11-2021,04:49,6.09,LW
27-11-2021,11:11,10.41,HW
27-11-2021,17:33,6.07,LW
28-11-2021,23:51,10.02,HW
28-11-2021,06:00,6.25,LW
28-11-2021,12:24,10.33,HW
28-11-2021,18:47,6.03,LW
29-11-2021,01:06,10.14,HW
29-11-2021,07:17,6.10,LW
29-11-2021,13:39,10.57,HW
29-11-2021,20:01,5.72,LW
30-11-2021,02:19,10.54,HW
30-11-2021,08:27,5.67,LW
30-11-2021,14:46,11.03,HW
30-11-2021,21:02,5.23,LW
01-12-2021,03:19,11.11,HW
01-12-2021,09:26,5.09,LW
01-12-2021,15:44,11.63,HW
01-12-2021,21:56,4.64,LW
02-12-2021,04:13,11.78,HW
02-12-2021,10:18,4.46,LW
02-12-2021,16:35,12.21,HW
02-12-2021,22:44,4.11,LW
03-12-2021,05:01,12.37,HW
03-12-2021,11:06,3.94,LW
