Date,Time,Height(m),State
09-07-2022,02:17,10.84,HW
09-07-2022,07:35,5.56,LW
09-07-2022,13:54,10.72,HW
09-07-2022,20:06,5.55,LW
10-07-2022,02:27,10.98,HW
10-07-2022,08:43,5.36,LW
10-07-2022,15:03,11.04,HW
10-07-2022,21:15,5.22,LW
11-07-2022,03:35,11.28,HW
11-07-2022,09:47,5.02,LW
11-07-2022,16:06,11.48,HW
11-07-2022,22:17,4.80,LW
12-07-2022,04:36,11.67,HW
12-07-2022,10:45,4.62,LW
12-07-2022,17:04,11.98,HW
13-07-2022,23:15,4.34,LW
13-07-2022,05:33,12.06,HW
13-07-2022,11:39,4.24,LW
13-07-2022,17:58,12.42,HW
14-07-2022,00:08,3.98,LW
14-07-2022,06:25,12.36,HW
14-07-2022,12:28,3.96,LW
14-07-2022,18:48,12.73,HW
15-07-2022,00:57,3.74,LW
15-07-2022,07:14,12.53,HW
15-07-2022,13:16,3.82,LW
15-07-2022,19:36,12.86,HW
16-07-2022,01:45,3.68,LW
