Date,Time,Height(m),State
05-04-2022,21:51,11.81,LW
06-04-2022,02:55,4.69,LW
06-04-2022,09:08,11.55,HW
06-04-2022,15:11,4.98,LW
06-04-2022,21:24,11.32,HW
07-04-2022,03:30,5.20,LW
07-04-2022,09:42,10.98,HW
07-04-2022,15:47,5.53,LW
07-04-2022,22:01,10.76,HW
08-04-2022,04:10,5.76,LW
08-04-2022,10:22,10.37,HW
08-04-2022,16:28,6.10,LW
08-04-2022,22:44,10.20,HW
09-04-2022,04:59,6.32,LW
09-04-2022,11:15,9.77,HW
09-04-2022,17:26,6.66,LW
10-04-2022,23:50,9.68,HW
10-04-2022,06:16,6.75,LW
10-04-2022,12:39,9.40,HW
10-04-2022,18:55,6.93,LW
11-04-2022,01:22,9.57,HW
11-04-2022,07:54,6.74,LW
11-04-2022,14:19,9.51,HW
11-04-2022,20:32,6.73,LW
12-04-2022,02:54,9.91,HW
12-04-2022,09:16,6.28,LW
12-04-2022,15:33,10.04,HW
12-04-2022,21:39,6.16,LW
