Date,Time,Height(m),State
14-08-2022,08:46,12.74,HW
14-08-2022,13:46,3.62,LW
14-08-2022,20:05,13.02,HW
15-08-2022,02:12,3.59,LW
15-08-2022,08:27,12.62,HW
15-08-2022,14:27,3.79,LW
15-08-2022,20:45,12.76,HW
16-08-2022,02:52,3.88,LW
16-08-2022,09:06,12.29,HW
16-08-2022,15:08,4.14,LW
16-08-2022,21:26,12.32,HW
17-08-2022,03:33,4.33,LW
17-08-2022,09:47,11.81,HW
17-08-2022,15:50,4.64,LW
17-08-2022,22:06,11.71,HW
18-08-2022,04:15,4.91,LW
18-08-2022,10:28,11.22,HW
18-08-2022,16:33,5.24,LW
18-08-2022,22:49,11.05,HW
19-08-2022,04:59,5.53,LW
19-08-2022,11:13,10.61,HW
19-08-2022,17:21,5.85,LW
20-08-2022,23:38,10.40,HW
20-08-2022,05:51,6.11,LW
20-08-2022,12:07,10.08,HW
20-08-2022,18:20,6.36,LW
21-08-2022,00:40,9.88,HW
21-08-2022,06:57,6.55,LW
