Date,Time,Height(m),State
19-07-2021,01:55,11.05,HW
19-07-2021,07:12,5.40,LW
19-07-2021,13:32,10.85,HW
19-07-2021,19:45,5.47,LW
20-07-2021,02:07,10.99,HW
20-07-2021,08:23,5.38,LW
20-07-2021,14:44,11.00,HW
20-07-2021,20:58,5.30,LW
21-07-2021,03:19,11.16,HW
21-07-2021,09:32,5.16,LW
21-07-2021,15:52,11.32,HW
21-07-2021,22:05,4.98,LW
22-07-2021,04:24,11.46,HW
22-07-2021,10:34,4.82,LW
22-07-2021,16:54,11.76,HW
23-07-2021,23:06,4.56,LW
23-07-2021,05:23,11.83,HW
23-07-2021,11:29,4.46,LW
23-07-2021,17:48,12.17,HW
24-07-2021,23:57,4.21,LW
24-07-2021,06:14,12.12,HW
24-07-2021,12:18,4.20,LW
24-07-2021,18:36,12.45,HW
25-07-2021,00:45,4.00,LW
25-07-2021,07:00,12.27,HW
25-07-2021,13:02,4.07,LW
25-07-2021,19:20,12.58,HW
26-07-2021,01:29,3.93,LW
