Date,Time,Height(m),State
24-02-2021,04:09,10.40,HW
24-02-2021,10:23,5.80,LW
24-02-2021,16:38,10.62,HW
24-02-2021,22:44,5.56,LW
25-02-2021,05:00,11.12,HW
25-02-2021,11:11,5.10,LW
25-02-2021,17:25,11.31,HW
26-02-2021,23:29,4.88,LW
26-02-2021,05:44,11.86,HW
26-02-2021,11:53,4.42,LW
26-02-2021,18:06,11.98,HW
27-02-2021,00:07,4.24,LW
27-02-2021,06:24,12.52,HW
27-02-2021,12:31,3.85,LW
27-02-2021,18:45,12.52,HW
28-02-2021,00:45,3.75,LW
28-02-2021,07:02,13.00,HW
28-02-2021,13:08,3.47,LW
28-02-2021,19:22,12.88,HW
01-03-2021,01:22,3.43,LW
01-03-2021,07:41,13.26,HW
01-03-2021,13:46,3.30,LW
01-03-2021,20:01,13.02,HW
02-03-2021,02:01,3.35,LW
02-03-2021,08:20,13.26,HW
02-03-2021,14:26,3.37,LW
02-03-2021,20:41,12.92,HW
03-03-2021,02:42,3.50,LW
