Date,Time,Height(m),State
28-02-2022,16:57,11.30,LW
01-03-2022,23:04,4.91,LW
01-03-2022,05:21,11.83,HW
01-03-2022,11:32,4.45,LW
01-03-2022,17:47,11.92,HW
02-03-2022,23:49,4.33,LW
02-03-2022,06:06,12.41,HW
02-03-2022,12:15,3.96,LW
02-03-2022,18:30,12.37,HW
03-03-2022,00:31,3.93,LW
03-03-2022,06:48,12.78,HW
03-03-2022,12:54,3.67,LW
03-03-2022,19:09,12.65,HW
04-03-2022,01:09,3.69,LW
04-03-2022,07:25,12.96,HW
04-03-2022,13:30,3.57,LW
04-03-2022,19:44,12.72,HW
05-03-2022,01:44,3.67,LW
05-03-2022,08:00,12.89,HW
05-03-2022,14:05,3.70,LW
05-03-2022,20:19,12.55,HW
06-03-2022,02:19,3.88,LW
06-03-2022,08:35,12.61,HW
06-03-2022,14:39,4.00,LW
06-03-2022,20:52,12.24,HW
07-03-2022,02:53,4.22,LW
07-03-2022,09:08,12.17,HW
07-03-2022,15:14,4.44,LW
