Date,Time,Height(m),State
25-12-2021,09:56,11.29,HW
25-12-2021,16:09,5.25,LW
25-12-2021,22:22,10.85,HW
26-12-2021,04:26,5.47,LW
26-12-2021,10:45,11.07,HW
26-12-2021,17:00,5.45,LW
27-12-2021,23:15,10.65,HW
27-12-2021,05:21,5.65,LW
27-12-2021,11:42,10.89,HW
27-12-2021,18:00,5.59,LW
28-12-2021,00:17,10.54,HW
28-12-2021,06:26,5.74,LW
28-12-2021,12:48,10.82,HW
28-12-2021,19:07,5.59,LW
29-12-2021,01:26,10.62,HW
29-12-2021,07:38,5.64,LW
29-12-2021,14:00,10.93,HW
29-12-2021,20:19,5.41,LW
30-12-2021,02:39,10.91,HW
30-12-2021,08:49,5.34,LW
30-12-2021,15:09,11.24,HW
30-12-2021,21:22,5.06,LW
31-12-2021,03:41,11.37,HW
31-12-2021,09:52,4.89,LW
31-12-2021,16:11,11.66,HW
31-12-2021,22:22,4.63,LW
01-01-2022,04:41,11.90,HW
01-01-2022,10:50,4.40,LW
