Date,Time,Height(m),State
11-01-2021,16:58,11.71,LW
12-01-2021,23:05,4.58,LW
12-01-2021,05:23,11.98,HW
12-01-2021,11:33,4.38,LW
12-01-2021,17:49,12.01,HW
13-01-2021,23:54,4.30,LW
13-01-2021,06:12,12.31,HW
13-01-2021,12:20,4.12,LW
13-01-2021,18:36,12.21,HW
14-01-2021,00:38,4.13,LW
14-01-2021,06:56,12.49,HW
14-01-2021,13:04,3.99,LW
14-01-2021,19:19,12.28,HW
15-01-2021,01:21,4.08,LW
15-01-2021,07:38,12.53,HW
15-01-2021,13:46,4.01,LW
15-01-2021,20:01,12.20,HW
16-01-2021,02:02,4.18,LW
16-01-2021,08:19,12.40,HW
16-01-2021,14:26,4.18,LW
16-01-2021,20:40,11.98,HW
17-01-2021,02:40,4.41,LW
17-01-2021,08:57,12.12,HW
17-01-2021,15:05,4.48,LW
17-01-2021,21:18,11.64,HW
18-01-2021,03:19,4.75,LW
18-01-2021,09:36,11.74,HW
18-01-2021,15:46,4.86,LW
