Date,Time,Height(m),State
26-07-2021,08:43,12.30,HW
26-07-2021,13:45,4.06,LW
26-07-2021,20:03,12.56,HW
27-07-2021,02:11,4.01,LW
27-07-2021,08:25,12.17,HW
27-07-2021,14:27,4.21,LW
27-07-2021,20:45,12.35,HW
28-07-2021,02:53,4.25,LW
28-07-2021,09:06,11.90,HW
28-07-2021,15:08,4.50,LW
28-07-2021,21:24,12.01,HW
29-07-2021,03:33,4.60,LW
29-07-2021,09:45,11.52,HW
29-07-2021,15:48,4.89,LW
29-07-2021,22:04,11.55,HW
30-07-2021,04:14,5.03,LW
30-07-2021,10:26,11.08,HW
30-07-2021,16:30,5.33,LW
30-07-2021,22:46,11.07,HW
31-07-2021,04:57,5.49,LW
31-07-2021,11:09,10.63,HW
31-07-2021,17:15,5.78,LW
01-08-2021,23:31,10.58,HW
01-08-2021,05:45,5.93,LW
01-08-2021,11:59,10.23,HW
01-08-2021,18:08,6.17,LW
02-08-2021,00:26,10.19,HW
02-08-2021,06:43,6.26,LW
