Date,Time,Height(m),State
12-09-2022,08:21,12.88,HW
12-09-2022,13:21,3.51,LW
12-09-2022,19:39,13.08,HW
13-09-2022,01:43,3.51,LW
13-09-2022,07:58,12.76,HW
13-09-2022,13:59,3.68,LW
13-09-2022,20:15,12.79,HW
14-09-2022,02:20,3.83,LW
14-09-2022,08:33,12.42,HW
14-09-2022,14:35,4.04,LW
14-09-2022,20:50,12.33,HW
15-09-2022,02:55,4.29,LW
15-09-2022,09:08,11.94,HW
15-09-2022,15:11,4.56,LW
15-09-2022,21:25,11.71,HW
16-09-2022,03:31,4.89,LW
16-09-2022,09:43,11.33,HW
16-09-2022,15:49,5.17,LW
16-09-2022,22:02,11.04,HW
17-09-2022,04:09,5.53,LW
17-09-2022,10:22,10.68,HW
17-09-2022,16:31,5.84,LW
17-09-2022,22:46,10.30,HW
18-09-2022,04:56,6.21,LW
18-09-2022,11:12,10.03,HW
18-09-2022,17:27,6.45,LW
19-09-2022,23:46,9.69,HW
19-09-2022,06:00,6.75,LW
