Date,Time,Height(m),State
14-10-2021,00:54,10.23,HW
14-10-2021,06:09,6.20,LW
14-10-2021,12:36,10.24,HW
14-10-2021,19:05,6.16,LW
15-10-2021,01:32,9.99,HW
15-10-2021,07:48,6.33,LW
15-10-2021,14:14,10.26,HW
15-10-2021,20:40,6.00,LW
16-10-2021,03:03,10.27,HW
16-10-2021,09:13,5.98,LW
16-10-2021,15:31,10.70,HW
16-10-2021,21:48,5.49,LW
17-10-2021,04:05,10.82,HW
17-10-2021,10:10,5.45,LW
17-10-2021,16:25,11.23,HW
17-10-2021,22:36,5.01,LW
18-10-2021,04:50,11.33,HW
18-10-2021,10:53,4.96,LW
18-10-2021,17:06,11.72,HW
19-10-2021,23:13,4.56,LW
19-10-2021,05:27,11.79,HW
19-10-2021,11:28,4.54,LW
19-10-2021,17:41,12.10,HW
20-10-2021,23:47,4.25,LW
20-10-2021,06:00,12.11,HW
20-10-2021,12:00,4.26,LW
20-10-2021,18:14,12.32,HW
21-10-2021,00:18,4.09,LW
