Date,Time,Height(m),State
22-09-2021,07:59,12.42,HW
22-09-2021,12:59,3.95,LW
22-09-2021,19:13,12.62,HW
23-09-2021,01:17,3.88,LW
23-09-2021,07:30,12.43,HW
23-09-2021,13:30,3.98,LW
23-09-2021,19:45,12.53,HW
24-09-2021,01:48,4.01,LW
24-09-2021,08:00,12.28,HW
24-09-2021,14:01,4.16,LW
24-09-2021,20:15,12.25,HW
25-09-2021,02:19,4.30,LW
25-09-2021,08:31,11.98,HW
25-09-2021,14:33,4.47,LW
25-09-2021,20:46,11.87,HW
26-09-2021,02:50,4.68,LW
26-09-2021,09:01,11.59,HW
26-09-2021,15:05,4.89,LW
26-09-2021,21:18,11.37,HW
27-09-2021,03:23,5.18,LW
27-09-2021,09:35,11.08,HW
27-09-2021,15:41,5.41,LW
27-09-2021,21:53,10.78,HW
28-09-2021,03:59,5.74,LW
28-09-2021,10:13,10.51,HW
28-09-2021,16:23,5.99,LW
28-09-2021,22:37,10.15,HW
29-09-2021,04:47,6.32,LW
