Date,Time,Height(m),State
23-07-2022,15:14,10.08,HW
23-07-2022,20:27,6.28,LW
24-07-2022,02:46,10.12,HW
24-07-2022,09:01,6.19,LW
24-07-2022,15:20,10.17,HW
24-07-2022,21:33,6.14,LW
25-07-2022,03:49,10.26,HW
25-07-2022,10:00,6.01,LW
25-07-2022,16:16,10.43,HW
25-07-2022,22:27,5.88,LW
26-07-2022,04:41,10.51,HW
26-07-2022,10:49,5.73,LW
26-07-2022,17:05,10.79,HW
27-07-2022,23:15,5.52,LW
27-07-2022,05:28,10.84,HW
27-07-2022,11:33,5.40,LW
27-07-2022,17:47,11.15,HW
28-07-2022,23:56,5.19,LW
28-07-2022,06:08,11.16,HW
28-07-2022,12:11,5.09,LW
28-07-2022,18:25,11.51,HW
29-07-2022,00:33,4.86,LW
29-07-2022,06:44,11.44,HW
29-07-2022,12:46,4.83,LW
29-07-2022,19:00,11.78,HW
30-07-2022,01:08,4.64,LW
30-07-2022,07:19,11.63,HW
30-07-2022,13:19,4.65,LW
