Date,Time,Height(m),State
28-12-2020,05:04,11.14,HW
28-12-2020,11:10,5.18,LW
28-12-2020,17:23,11.28,HW
29-12-2020,23:28,4.99,LW
29-12-2020,05:43,11.51,HW
29-12-2020,11:49,4.84,LW
29-12-2020,18:01,11.58,HW
30-12-2020,00:05,4.71,LW
30-12-2020,06:20,11.83,HW
30-12-2020,12:26,4.57,LW
30-12-2020,18:39,11.80,HW
31-12-2020,00:42,4.51,LW
31-12-2020,06:57,12.07,HW
31-12-2020,13:03,4.37,LW
31-12-2020,19:16,11.95,HW
01-01-2021,01:18,4.37,LW
01-01-2021,07:34,12.22,HW
01-01-2021,13:41,4.28,LW
01-01-2021,19:54,11.97,HW
02-01-2021,01:56,4.36,LW
02-01-2021,08:12,12.24,HW
02-01-2021,14:21,4.29,LW
02-01-2021,20:34,11.91,HW
03-01-2021,02:36,4.43,LW
03-01-2021,08:53,12.15,HW
03-01-2021,15:03,4.42,LW
03-01-2021,21:17,11.72,HW
04-01-2021,03:19,4.62,LW
