Date,Time,Height(m),State
17-06-2022,09:13,12.38,HW
17-06-2022,14:16,4.04,LW
17-06-2022,20:37,12.54,HW
18-06-2022,02:48,4.07,LW
18-06-2022,09:04,12.04,HW
18-06-2022,15:07,4.38,LW
18-06-2022,21:27,12.17,HW
19-06-2022,03:40,4.45,LW
19-06-2022,09:57,11.60,HW
19-06-2022,16:02,4.81,LW
19-06-2022,22:23,11.71,HW
20-06-2022,04:39,4.89,LW
20-06-2022,10:55,11.15,HW
20-06-2022,17:01,5.24,LW
21-06-2022,23:21,11.26,HW
21-06-2022,05:38,5.29,LW
21-06-2022,11:56,10.77,HW
21-06-2022,18:04,5.62,LW
22-06-2022,00:25,10.87,HW
22-06-2022,06:43,5.60,LW
22-06-2022,13:01,10.51,HW
22-06-2022,19:09,5.86,LW
23-06-2022,01:29,10.65,HW
23-06-2022,07:47,5.75,LW
23-06-2022,14:05,10.44,HW
23-06-2022,20:13,5.91,LW
24-06-2022,02:31,10.59,HW
24-06-2022,08:47,5.74,LW
