Date,Time,Height(m),State
26-05-2022,16:47,10.92,HW
26-05-2022,21:53,5.40,LW
27-05-2022,04:07,11.20,HW
27-05-2022,10:18,5.09,LW
27-05-2022,16:33,11.24,HW
27-05-2022,22:37,5.10,LW
28-05-2022,04:50,11.45,HW
28-05-2022,10:58,4.87,LW
28-05-2022,17:11,11.50,HW
29-05-2022,23:15,4.87,LW
29-05-2022,05:28,11.64,HW
29-05-2022,11:34,4.69,LW
29-05-2022,17:48,11.71,HW
30-05-2022,23:52,4.68,LW
30-05-2022,06:05,11.77,HW
30-05-2022,12:09,4.59,LW
30-05-2022,18:22,11.84,HW
31-05-2022,00:26,4.59,LW
31-05-2022,06:39,11.79,HW
31-05-2022,12:42,4.59,LW
31-05-2022,18:56,11.86,HW
01-06-2022,01:01,4.60,LW
01-06-2022,07:13,11.71,HW
01-06-2022,13:15,4.67,LW
01-06-2022,19:29,11.79,HW
02-06-2022,01:36,4.70,LW
02-06-2022,07:47,11.54,HW
02-06-2022,13:50,4.85,LW
