Date,Time,Height(m),State
18-12-2021,05:40,11.46,HW
18-12-2021,11:45,4.92,LW
18-12-2021,17:57,11.50,HW
19-12-2021,00:01,4.81,LW
19-12-2021,06:15,11.67,HW
19-12-2021,12:21,4.73,LW
19-12-2021,18:33,11.63,HW
20-12-2021,00:35,4.69,LW
20-12-2021,06:49,11.81,HW
20-12-2021,12:55,4.64,LW
20-12-2021,19:07,11.67,HW
21-12-2021,01:09,4.67,LW
21-12-2021,07:24,11.84,HW
21-12-2021,13:31,4.64,LW
21-12-2021,19:42,11.60,HW
22-12-2021,01:44,4.74,LW
22-12-2021,07:59,11.79,HW
22-12-2021,14:06,4.72,LW
22-12-2021,20:18,11.47,HW
23-12-2021,02:19,4.86,LW
23-12-2021,08:35,11.68,HW
23-12-2021,14:44,4.85,LW
23-12-2021,20:55,11.31,HW
24-12-2021,02:57,5.02,LW
24-12-2021,09:13,11.51,HW
24-12-2021,15:24,5.03,LW
24-12-2021,21:35,11.08,HW
25-12-2021,03:38,5.24,LW
