Date,Time,Height(m),State
19-11-2021,06:04,11.95,HW
19-11-2021,12:07,4.45,LW
19-11-2021,18:19,12.02,HW
20-11-2021,00:22,4.36,LW
20-11-2021,06:35,12.06,HW
20-11-2021,12:38,4.37,LW
20-11-2021,18:50,12.02,HW
21-11-2021,00:53,4.39,LW
21-11-2021,07:06,12.04,HW
21-11-2021,13:10,4.44,LW
21-11-2021,19:22,11.87,HW
22-11-2021,01:24,4.55,LW
22-11-2021,07:38,11.89,HW
22-11-2021,13:43,4.61,LW
22-11-2021,19:55,11.64,HW
23-11-2021,01:57,4.78,LW
23-11-2021,08:11,11.66,HW
23-11-2021,14:17,4.87,LW
23-11-2021,20:28,11.31,HW
24-11-2021,02:31,5.09,LW
24-11-2021,08:45,11.35,HW
24-11-2021,14:55,5.19,LW
24-11-2021,21:06,10.94,HW
25-11-2021,03:10,5.45,LW
25-11-2021,09:25,11.01,HW
25-11-2021,15:37,5.52,LW
25-11-2021,21:49,10.58,HW
26-11-2021,03:53,5.78,LW
