Date,Time,Height(m),State
31-08-2021,12:55,9.88,HW
31-08-2021,18:10,6.55,LW
01-09-2021,00:32,9.69,HW
01-09-2021,06:49,6.70,LW
01-09-2021,13:12,9.63,HW
01-09-2021,19:34,6.72,LW
02-09-2021,01:58,9.59,HW
02-09-2021,08:17,6.70,LW
02-09-2021,14:41,9.77,HW
02-09-2021,21:02,6.49,LW
03-09-2021,03:22,9.88,HW
03-09-2021,09:34,6.33,LW
03-09-2021,15:52,10.27,HW
03-09-2021,22:08,5.94,LW
04-09-2021,04:23,10.45,HW
04-09-2021,10:29,5.74,LW
04-09-2021,16:44,10.93,HW
04-09-2021,22:55,5.29,LW
05-09-2021,05:08,11.09,HW
05-09-2021,11:12,5.11,LW
05-09-2021,17:26,11.61,HW
06-09-2021,23:35,4.67,LW
06-09-2021,05:48,11.70,HW
06-09-2021,11:49,4.52,LW
06-09-2021,18:04,12.23,HW
07-09-2021,00:11,4.12,LW
07-09-2021,06:24,12.25,HW
07-09-2021,12:24,4.01,LW
