Date,Time,Height(m),State
02-02-2021,09:21,12.59,HW
02-02-2021,15:29,4.05,LW
02-02-2021,21:44,12.11,HW
03-02-2021,03:47,4.28,LW
03-02-2021,10:06,12.20,HW
03-02-2021,16:16,4.44,LW
03-02-2021,22:31,11.70,HW
04-02-2021,04:36,4.70,LW
04-02-2021,10:55,11.70,HW
04-02-2021,17:07,4.91,LW
05-02-2021,23:24,11.24,HW
05-02-2021,05:33,5.20,LW
05-02-2021,11:55,11.13,HW
05-02-2021,18:10,5.43,LW
06-02-2021,00:31,10.75,HW
06-02-2021,06:44,5.66,LW
06-02-2021,13:08,10.66,HW
06-02-2021,19:26,5.79,LW
07-02-2021,01:49,10.51,HW
07-02-2021,08:07,5.85,LW
07-02-2021,14:31,10.52,HW
07-02-2021,20:48,5.81,LW
08-02-2021,03:11,10.63,HW
08-02-2021,09:29,5.66,LW
08-02-2021,15:49,10.73,HW
08-02-2021,22:02,5.52,LW
09-02-2021,04:22,11.04,HW
09-02-2021,10:36,5.23,LW
