Date,Time,Height(m),State
19-05-2022,09:20,12.47,HW
19-05-2022,14:24,4.03,LW
19-05-2022,20:43,12.45,HW
20-05-2022,02:53,4.15,LW
20-05-2022,09:11,11.95,HW
20-05-2022,15:16,4.54,LW
20-05-2022,21:36,11.93,HW
21-05-2022,03:49,4.69,LW
21-05-2022,10:06,11.34,HW
21-05-2022,16:13,5.11,LW
21-05-2022,22:34,11.36,HW
22-05-2022,04:52,5.23,LW
22-05-2022,11:11,10.78,HW
22-05-2022,17:20,5.63,LW
23-05-2022,23:44,10.87,HW
23-05-2022,06:06,5.63,LW
23-05-2022,12:27,10.43,HW
23-05-2022,18:37,5.93,LW
24-05-2022,01:01,10.63,HW
24-05-2022,07:24,5.76,LW
24-05-2022,13:44,10.39,HW
24-05-2022,19:54,5.93,LW
25-05-2022,02:15,10.68,HW
25-05-2022,08:33,5.63,LW
25-05-2022,14:52,10.59,HW
25-05-2022,20:59,5.71,LW
26-05-2022,03:16,10.91,HW
26-05-2022,09:31,5.37,LW
