Date,Time,Height(m),State
06-10-2021,19:13,13.00,LW
07-10-2021,00:18,3.44,LW
07-10-2021,06:33,12.98,HW
07-10-2021,12:33,3.35,LW
07-10-2021,18:51,13.31,HW
08-10-2021,00:55,3.21,LW
08-10-2021,07:11,13.20,HW
08-10-2021,13:12,3.20,LW
08-10-2021,19:30,13.35,HW
09-10-2021,01:34,3.24,LW
09-10-2021,07:50,13.14,HW
09-10-2021,13:53,3.34,LW
09-10-2021,20:12,13.06,HW
10-10-2021,02:15,3.57,LW
10-10-2021,08:32,12.79,HW
10-10-2021,14:37,3.74,LW
10-10-2021,20:55,12.53,HW
11-10-2021,03:00,4.09,LW
11-10-2021,09:17,12.23,HW
11-10-2021,15:26,4.36,LW
11-10-2021,21:44,11.76,HW
12-10-2021,03:51,4.83,LW
12-10-2021,10:09,11.48,HW
12-10-2021,16:22,5.10,LW
12-10-2021,22:41,10.96,HW
13-10-2021,04:50,5.58,LW
13-10-2021,11:11,10.74,HW
13-10-2021,17:32,5.81,LW
