Date,Time,Height(m),State
08-01-2022,22:44,11.07,LW
09-01-2022,04:49,5.33,LW
09-01-2022,11:07,11.11,HW
09-01-2022,17:21,5.46,LW
10-01-2022,23:36,10.61,HW
10-01-2022,05:42,5.79,LW
10-01-2022,12:00,10.62,HW
10-01-2022,18:16,5.90,LW
11-01-2022,00:33,10.20,HW
11-01-2022,06:42,6.18,LW
11-01-2022,13:02,10.24,HW
11-01-2022,19:21,6.18,LW
12-01-2022,01:40,10.00,HW
12-01-2022,07:51,6.35,LW
12-01-2022,14:09,10.09,HW
12-01-2022,20:27,6.25,LW
13-01-2022,02:46,10.03,HW
13-01-2022,08:58,6.30,LW
13-01-2022,15:15,10.16,HW
13-01-2022,21:30,6.12,LW
14-01-2022,03:47,10.25,HW
14-01-2022,09:57,6.06,LW
14-01-2022,16:11,10.39,HW
14-01-2022,22:21,5.86,LW
15-01-2022,04:37,10.59,HW
15-01-2022,10:47,5.72,LW
15-01-2022,17:00,10.71,HW
16-01-2022,23:07,5.53,LW
