Date,Time,Height(m),State
12-05-2022,04:01,10.66,HW
12-05-2022,09:18,5.55,LW
12-05-2022,15:34,10.77,HW
12-05-2022,21:39,5.43,LW
13-05-2022,03:55,11.31,HW
13-05-2022,10:07,4.94,LW
13-05-2022,16:21,11.42,HW
13-05-2022,22:25,4.81,LW
14-05-2022,04:41,11.91,HW
14-05-2022,10:50,4.37,LW
14-05-2022,17:05,12.05,HW
15-05-2022,23:08,4.21,LW
15-05-2022,05:24,12.45,HW
15-05-2022,11:30,3.92,LW
15-05-2022,17:45,12.54,HW
16-05-2022,23:48,3.79,LW
16-05-2022,06:06,12.79,HW
16-05-2022,12:11,3.63,LW
16-05-2022,18:28,12.87,HW
17-05-2022,00:32,3.53,LW
17-05-2022,06:49,12.93,HW
17-05-2022,12:53,3.54,LW
17-05-2022,19:10,12.97,HW
18-05-2022,01:15,3.51,LW
18-05-2022,07:33,12.82,HW
18-05-2022,13:36,3.68,LW
18-05-2022,19:55,12.82,HW
19-05-2022,02:02,3.73,LW
