Date,Time,Height(m),State
02-11-2022,23:59,10.26,HW
02-11-2022,06:12,6.12,LW
02-11-2022,12:39,10.42,HW
02-11-2022,19:06,5.97,LW
03-11-2022,01:31,10.17,HW
03-11-2022,07:45,6.11,LW
03-11-2022,14:10,10.56,HW
03-11-2022,20:34,5.68,LW
04-11-2022,02:55,10.57,HW
04-11-2022,09:02,5.68,LW
04-11-2022,15:20,11.03,HW
04-11-2022,21:35,5.20,LW
05-11-2022,03:53,11.11,HW
05-11-2022,09:58,5.15,LW
05-11-2022,16:14,11.56,HW
05-11-2022,22:25,4.70,LW
06-11-2022,04:40,11.65,HW
06-11-2022,10:43,4.66,LW
06-11-2022,16:57,12.00,HW
07-11-2022,23:04,4.33,LW
07-11-2022,05:19,12.05,HW
07-11-2022,11:21,4.30,LW
07-11-2022,17:36,12.29,HW
08-11-2022,23:41,4.09,LW
08-11-2022,05:56,12.30,HW
08-11-2022,11:58,4.09,LW
08-11-2022,18:12,12.42,HW
09-11-2022,00:15,4.00,LW
