Date,Time,Height(m),State
11-12-2021,23:20,10.64,HW
11-12-2021,05:27,5.76,LW
11-12-2021,11:49,10.72,HW
11-12-2021,18:10,5.78,LW
12-12-2021,00:29,10.29,HW
12-12-2021,06:38,6.07,LW
12-12-2021,12:59,10.45,HW
12-12-2021,19:21,5.94,LW
13-12-2021,01:41,10.21,HW
13-12-2021,07:50,6.13,LW
13-12-2021,14:09,10.42,HW
13-12-2021,20:28,5.90,LW
14-12-2021,02:46,10.33,HW
14-12-2021,08:53,5.99,LW
14-12-2021,15:09,10.56,HW
14-12-2021,21:23,5.72,LW
15-12-2021,03:39,10.58,HW
15-12-2021,09:46,5.74,LW
15-12-2021,15:59,10.79,HW
15-12-2021,22:10,5.48,LW
16-12-2021,04:24,10.88,HW
16-12-2021,10:30,5.45,LW
16-12-2021,16:42,11.05,HW
16-12-2021,22:49,5.22,LW
17-12-2021,05:03,11.18,HW
17-12-2021,11:08,5.16,LW
17-12-2021,17:21,11.30,HW
18-12-2021,23:26,4.99,LW
