Date,Time,Height(m),State
27-06-2021,08:57,12.32,HW
27-06-2021,14:00,4.09,LW
27-06-2021,20:19,12.49,HW
28-06-2021,02:29,4.10,LW
28-06-2021,08:44,12.03,HW
28-06-2021,14:47,4.39,LW
28-06-2021,21:05,12.14,HW
29-06-2021,03:16,4.47,LW
29-06-2021,09:31,11.61,HW
29-06-2021,15:35,4.80,LW
29-06-2021,21:53,11.70,HW
30-06-2021,04:06,4.90,LW
30-06-2021,10:20,11.15,HW
30-06-2021,16:24,5.25,LW
30-06-2021,22:43,11.22,HW
01-07-2021,04:57,5.34,LW
01-07-2021,11:11,10.72,HW
01-07-2021,17:16,5.67,LW
02-07-2021,23:34,10.79,HW
02-07-2021,05:50,5.72,LW
02-07-2021,12:05,10.37,HW
02-07-2021,18:12,6.01,LW
03-07-2021,00:32,10.45,HW
03-07-2021,06:49,5.99,LW
03-07-2021,13:05,10.16,HW
03-07-2021,19:14,6.19,LW
04-07-2021,01:32,10.29,HW
04-07-2021,07:50,6.09,LW
