Date,Time,Height(m),State
16-01-2022,05:22,10.98,HW
16-01-2022,11:30,5.34,LW
16-01-2022,17:42,11.06,HW
17-01-2022,23:46,5.19,LW
17-01-2022,06:01,11.37,HW
17-01-2022,12:08,4.99,LW
17-01-2022,18:20,11.37,HW
18-01-2022,00:22,4.89,LW
18-01-2022,06:37,11.70,HW
18-01-2022,12:44,4.70,LW
18-01-2022,18:55,11.62,HW
19-01-2022,00:57,4.66,LW
19-01-2022,07:12,11.96,HW
19-01-2022,13:19,4.49,LW
19-01-2022,19:30,11.79,HW
20-01-2022,01:31,4.50,LW
20-01-2022,07:46,12.12,HW
20-01-2022,13:53,4.37,LW
20-01-2022,20:04,11.87,HW
21-01-2022,02:04,4.43,LW
21-01-2022,08:20,12.19,HW
21-01-2022,14:28,4.34,LW
21-01-2022,20:39,11.86,HW
22-01-2022,02:40,4.45,LW
22-01-2022,08:56,12.13,HW
22-01-2022,15:04,4.44,LW
22-01-2022,21:16,11.73,HW
23-01-2022,03:17,4.59,LW
