Date,Time,Height(m),State
28-10-2021,11:31,10.24,HW
28-10-2021,16:48,6.27,LW
29-10-2021,23:05,9.81,HW
29-10-2021,05:16,6.56,LW
29-10-2021,11:41,9.87,HW
29-10-2021,18:08,6.55,LW
30-10-2021,00:32,9.59,HW
30-10-2021,06:46,6.70,LW
30-10-2021,13:13,9.88,HW
30-10-2021,19:40,6.40,LW
31-10-2021,02:03,9.84,HW
31-10-2021,08:13,6.36,LW
31-10-2021,14:33,10.34,HW
31-10-2021,20:53,5.85,LW
01-11-2021,03:11,10.46,HW
01-11-2021,09:16,5.72,LW
01-11-2021,15:33,11.04,HW
01-11-2021,21:46,5.15,LW
02-11-2021,04:01,11.21,HW
02-11-2021,10:05,4.98,LW
02-11-2021,16:21,11.80,HW
02-11-2021,22:31,4.44,LW
03-11-2021,04:46,11.96,HW
03-11-2021,10:48,4.27,LW
03-11-2021,17:04,12.47,HW
04-11-2021,23:11,3.86,LW
04-11-2021,05:27,12.59,HW
04-11-2021,11:29,3.70,LW
