Date,Time,Height(m),State
01-01-2022,17:08,12.10,LW
02-01-2022,23:15,4.20,LW
02-01-2022,05:34,12.39,HW
02-01-2022,11:42,3.98,LW
02-01-2022,18:00,12.42,HW
03-01-2022,00:04,3.92,LW
03-01-2022,06:23,12.73,HW
03-01-2022,12:32,3.72,LW
03-01-2022,18:49,12.61,HW
04-01-2022,00:51,3.75,LW
04-01-2022,07:11,12.89,HW
04-01-2022,13:20,3.64,LW
04-01-2022,19:36,12.59,HW
05-01-2022,01:38,3.80,LW
05-01-2022,07:58,12.83,HW
05-01-2022,14:06,3.76,LW
05-01-2022,20:22,12.41,HW
06-01-2022,02:24,4.00,LW
06-01-2022,08:43,12.59,HW
06-01-2022,14:53,4.04,LW
06-01-2022,21:08,12.06,HW
07-01-2022,03:11,4.35,LW
07-01-2022,09:30,12.18,HW
07-01-2022,15:41,4.46,LW
07-01-2022,21:56,11.59,HW
08-01-2022,03:59,4.82,LW
08-01-2022,10:18,11.65,HW
08-01-2022,16:30,4.97,LW
