Date,Time,Height(m),State
02-06-2022,21:04,11.61,LW
03-06-2022,02:12,4.90,LW
03-06-2022,08:24,11.29,HW
03-06-2022,14:26,5.08,LW
03-06-2022,20:41,11.39,HW
04-06-2022,02:51,5.14,LW
04-06-2022,09:02,11.00,HW
04-06-2022,15:04,5.36,LW
04-06-2022,21:19,11.11,HW
05-06-2022,03:31,5.42,LW
05-06-2022,09:43,10.69,HW
05-06-2022,15:47,5.66,LW
05-06-2022,22:04,10.82,HW
06-06-2022,04:18,5.69,LW
06-06-2022,10:31,10.41,HW
06-06-2022,16:35,5.91,LW
06-06-2022,22:54,10.61,HW
07-06-2022,05:12,5.88,LW
07-06-2022,11:27,10.22,HW
07-06-2022,17:34,6.08,LW
08-06-2022,23:55,10.47,HW
08-06-2022,06:16,5.95,LW
08-06-2022,12:33,10.19,HW
08-06-2022,18:40,6.07,LW
09-06-2022,01:01,10.53,HW
09-06-2022,07:22,5.82,LW
09-06-2022,13:40,10.39,HW
09-06-2022,19:48,5.85,LW
