Date,Time,Height(m),State
09-11-2022,06:29,12.40,HW
09-11-2022,12:32,4.04,LW
09-11-2022,18:45,12.39,HW
10-11-2022,00:48,4.07,LW
10-11-2022,07:02,12.35,HW
10-11-2022,13:05,4.13,LW
10-11-2022,19:18,12.21,HW
11-11-2022,01:21,4.26,LW
11-11-2022,07:35,12.15,HW
11-11-2022,13:39,4.36,LW
11-11-2022,19:52,11.89,HW
12-11-2022,01:54,4.58,LW
12-11-2022,08:07,11.83,HW
12-11-2022,14:13,4.72,LW
12-11-2022,20:25,11.46,HW
13-11-2022,02:27,5.00,LW
13-11-2022,08:41,11.41,HW
13-11-2022,14:50,5.14,LW
13-11-2022,21:01,10.98,HW
14-11-2022,03:05,5.45,LW
14-11-2022,09:20,10.95,HW
14-11-2022,15:31,5.61,LW
14-11-2022,21:43,10.46,HW
15-11-2022,03:47,5.95,LW
15-11-2022,10:05,10.45,HW
15-11-2022,16:21,6.09,LW
15-11-2022,22:35,9.96,HW
16-11-2022,04:42,6.40,LW
