Date,Time,Height(m),State
16-07-2022,09:02,12.52,HW
16-07-2022,14:04,3.84,LW
16-07-2022,20:24,12.80,HW
17-07-2022,02:33,3.80,LW
17-07-2022,08:50,12.34,HW
17-07-2022,14:52,4.06,LW
17-07-2022,21:12,12.52,HW
18-07-2022,03:22,4.12,LW
18-07-2022,09:37,11.98,HW
18-07-2022,15:39,4.43,LW
18-07-2022,21:58,12.08,HW
19-07-2022,04:09,4.56,LW
19-07-2022,10:24,11.52,HW
19-07-2022,16:28,4.90,LW
19-07-2022,22:47,11.55,HW
20-07-2022,04:59,5.06,LW
20-07-2022,11:14,11.02,HW
20-07-2022,17:20,5.40,LW
21-07-2022,23:39,10.99,HW
21-07-2022,05:53,5.55,LW
21-07-2022,12:08,10.57,HW
21-07-2022,18:16,5.84,LW
22-07-2022,00:34,10.54,HW
22-07-2022,06:50,5.93,LW
22-07-2022,13:08,10.24,HW
22-07-2022,19:18,6.16,LW
23-07-2022,01:38,10.22,HW
23-07-2022,07:55,6.17,LW
