Date,Time,Height(m),State
17-08-2021,01:27,10.80,HW
17-08-2021,06:43,5.69,LW
17-08-2021,13:05,10.60,HW
17-08-2021,19:22,5.79,LW
18-08-2021,01:46,10.53,HW
18-08-2021,08:05,5.84,LW
18-08-2021,14:29,10.58,HW
18-08-2021,20:49,5.72,LW
19-08-2021,03:11,10.64,HW
19-08-2021,09:25,5.63,LW
19-08-2021,15:47,10.93,HW
19-08-2021,22:03,5.33,LW
20-08-2021,04:21,11.04,HW
20-08-2021,10:30,5.21,LW
20-08-2021,16:48,11.44,HW
21-08-2021,23:01,4.86,LW
21-08-2021,05:18,11.51,HW
21-08-2021,11:23,4.74,LW
21-08-2021,17:41,11.96,HW
22-08-2021,23:51,4.38,LW
22-08-2021,06:05,11.96,HW
22-08-2021,12:07,4.32,LW
22-08-2021,18:24,12.37,HW
23-08-2021,00:31,4.04,LW
23-08-2021,06:46,12.26,HW
23-08-2021,12:47,4.06,LW
23-08-2021,19:04,12.61,HW
24-08-2021,01:11,3.88,LW
