Date,Time,Height(m),State
15-03-2022,04:36,10.56,HW
15-03-2022,10:48,5.62,LW
15-03-2022,17:01,10.76,HW
16-03-2022,23:04,5.44,LW
16-03-2022,05:18,11.27,HW
16-03-2022,11:27,4.96,LW
16-03-2022,17:39,11.41,HW
17-03-2022,23:40,4.81,LW
17-03-2022,05:54,11.92,HW
17-03-2022,12:01,4.38,LW
17-03-2022,18:14,11.99,HW
18-03-2022,00:14,4.26,LW
18-03-2022,06:28,12.47,HW
18-03-2022,12:34,3.91,LW
18-03-2022,18:46,12.45,HW
19-03-2022,00:46,3.84,LW
19-03-2022,07:01,12.86,HW
19-03-2022,13:06,3.61,LW
19-03-2022,19:20,12.75,HW
20-03-2022,01:19,3.58,LW
20-03-2022,07:36,13.05,HW
20-03-2022,13:40,3.50,LW
20-03-2022,19:54,12.85,HW
21-03-2022,01:54,3.54,LW
21-03-2022,08:12,12.99,HW
21-03-2022,14:16,3.60,LW
21-03-2022,20:30,12.72,HW
22-03-2022,02:32,3.71,LW
