Date,Time,Height(m),State
07-08-2022,01:38,10.73,HW
07-08-2022,06:55,5.72,LW
07-08-2022,13:17,10.58,HW
07-08-2022,19:33,5.76,LW
08-08-2022,01:56,10.62,HW
08-08-2022,08:14,5.74,LW
08-08-2022,14:37,10.70,HW
08-08-2022,20:55,5.58,LW
09-08-2022,03:18,10.82,HW
09-08-2022,09:32,5.44,LW
09-08-2022,15:54,11.15,HW
09-08-2022,22:10,5.10,LW
10-08-2022,04:28,11.30,HW
10-08-2022,10:37,4.94,LW
10-08-2022,16:56,11.75,HW
11-08-2022,23:09,4.55,LW
11-08-2022,05:26,11.84,HW
11-08-2022,11:31,4.40,LW
11-08-2022,17:50,12.36,HW
12-08-2022,00:00,3.99,LW
12-08-2022,06:16,12.34,HW
12-08-2022,12:19,3.94,LW
12-08-2022,18:38,12.81,HW
13-08-2022,00:46,3.64,LW
13-08-2022,07:02,12.65,HW
13-08-2022,13:04,3.68,LW
13-08-2022,19:23,13.04,HW
14-08-2022,01:30,3.50,LW
