Date,Time,Height(m),State
12-11-2021,23:45,10.30,HW
12-11-2021,05:56,6.10,LW
12-11-2021,12:21,10.40,HW
12-11-2021,18:47,6.02,LW
13-11-2021,01:10,10.09,HW
13-11-2021,07:23,6.25,LW
13-11-2021,13:46,10.33,HW
13-11-2021,20:11,5.97,LW
14-11-2021,02:32,10.24,HW
14-11-2021,08:41,6.05,LW
14-11-2021,14:59,10.59,HW
14-11-2021,21:17,5.65,LW
15-11-2021,03:34,10.63,HW
15-11-2021,09:39,5.66,LW
15-11-2021,15:54,10.97,HW
15-11-2021,22:06,5.27,LW
16-11-2021,04:20,11.05,HW
16-11-2021,10:23,5.27,LW
16-11-2021,16:36,11.34,HW
16-11-2021,22:44,4.93,LW
17-11-2021,04:57,11.42,HW
17-11-2021,11:00,4.91,LW
17-11-2021,17:12,11.66,HW
18-11-2021,23:18,4.65,LW
18-11-2021,05:31,11.74,HW
18-11-2021,11:34,4.63,LW
18-11-2021,17:47,11.89,HW
19-11-2021,23:51,4.46,LW
