Date,Time,Height(m),State
20-04-2022,09:32,12.64,HW
20-04-2022,14:36,3.93,LW
20-04-2022,20:54,12.46,HW
21-04-2022,03:01,4.10,LW
21-04-2022,09:18,12.07,HW
21-04-2022,15:23,4.50,LW
21-04-2022,21:41,11.87,HW
22-04-2022,03:52,4.72,LW
22-04-2022,10:10,11.35,HW
22-04-2022,16:17,5.18,LW
22-04-2022,22:38,11.19,HW
23-04-2022,04:55,5.39,LW
23-04-2022,11:15,10.64,HW
23-04-2022,17:26,5.82,LW
24-04-2022,23:50,10.60,HW
24-04-2022,06:15,5.90,LW
24-04-2022,12:39,10.16,HW
24-04-2022,18:53,6.21,LW
25-04-2022,01:21,10.34,HW
25-04-2022,07:48,6.01,LW
25-04-2022,14:13,10.18,HW
25-04-2022,20:25,6.10,LW
26-04-2022,02:47,10.56,HW
26-04-2022,09:08,5.68,LW
26-04-2022,15:27,10.59,HW
26-04-2022,21:35,5.66,LW
27-04-2022,03:52,11.04,HW
27-04-2022,10:06,5.18,LW
