Date,Time,Height(m),State
09-08-2021,20:05,12.31,LW
10-08-2021,01:12,4.13,LW
10-08-2021,07:24,12.17,HW
10-08-2021,13:24,4.11,LW
10-08-2021,19:41,12.57,HW
11-08-2021,01:47,3.94,LW
11-08-2021,08:01,12.32,HW
11-08-2021,14:01,4.00,LW
11-08-2021,20:18,12.64,HW
12-08-2021,02:25,3.93,LW
12-08-2021,08:39,12.31,HW
12-08-2021,14:40,4.03,LW
12-08-2021,20:58,12.56,HW
13-08-2021,03:05,4.04,LW
13-08-2021,09:19,12.16,HW
13-08-2021,15:21,4.21,LW
13-08-2021,21:39,12.30,HW
14-08-2021,03:47,4.33,LW
14-08-2021,10:02,11.85,HW
14-08-2021,16:06,4.56,LW
14-08-2021,22:25,11.85,HW
15-08-2021,04:36,4.77,LW
15-08-2021,10:51,11.40,HW
15-08-2021,16:59,5.03,LW
16-08-2021,23:19,11.30,HW
16-08-2021,05:32,5.27,LW
16-08-2021,11:51,10.93,HW
16-08-2021,18:04,5.49,LW
